(Parent) ASIN,(Child) ASIN,Title,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B,Units refunded,Units refunded – B2B,Refund Rate,Refund rate – B2B,Shipped product sales,Shipped Product Sales – B2B,Units shipped,Units Shipped – B2B,Orders shipped,Orders Shipped – B2B
B09KNFV5DR,B09FY8M839,"Rimmel Kind + Free 24h Hydrating Concealer, Tan 040",177,1,96,1,273,2,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,224,1,113,1,337,2,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GVKHBGB6,B09FY8YDZF,"Rimmel Kind + Free Natural Finish Pressed Powder, Tan 040",39,1,24,0,63,1,0.00%,0.01%,0.00%,0.00%,0.00%,0.01%,54,1,29,0,83,1,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0D7D37K8V,B09GGBHNCL,"Catrice The Perfector Poreless Blur Primer, longlasting, smoothing, caring, natural, matte (30ml)",209,0,121,3,330,3,0.01%,0.00%,0.02%,0.04%,0.01%,0.02%,261,0,161,5,422,5,0.01%,0.00%,0.02%,0.05%,0.01%,0.02%,3.23%,50.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09WN1L1TP,B09GSQJVP6,Elizabeth Arden Advanced Ceramide Lift & Firm Day Cream SPF15 PA++ 50ml,133,2,114,0,247,2,0.01%,0.02%,0.02%,0.00%,0.01%,0.01%,180,2,160,0,340,2,0.01%,0.02%,0.02%,0.00%,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BTGS49QW,B09HHBSR5H,"essence cosmetics Long-Lasting Eye Pencil, Kajal, No. 34 Sparkling Black, Long-Lasting, Colour-Intensive, Vegan, Waterproof, Microplastic Particle-Free, Pack of 1 (0.28 g)",372,5,173,2,545,7,0.02%,0.06%,0.02%,0.03%,0.02%,0.04%,448,8,219,6,667,14,0.02%,0.07%,0.02%,0.06%,0.02%,0.07%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0DJM1WQHF,B09HX3GV8D,Silcare High Light Led Gel Cover 30g,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0FK9LHRG6,B09HXDKGS5,Silcare Gel Base One Dark French Pink 50g,47,0,9,1,56,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,62,0,14,1,76,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09HXFL683,B09HXFL683,"Silcare Gel Base One Violet Thick 50g, clear",2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09HXRBHS1,B09HXRBHS1,"Technic Colour Fix Full Coverage Fawn Concealer, 10 ml",8,0,3,0,11,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,3,0,13,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0FPMQXXLZ,B09HXYPTC6,ColorStay Matte Lite Crayon - Air Kiss,253,1,92,0,345,1,0.02%,0.01%,0.01%,0.00%,0.02%,0.01%,308,1,132,0,440,1,0.02%,0.01%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09J2ZL6WP,B09J2ZL6WP,VICTORIA VYNN Pure Creamy Hybrid 211 GREEN PILLAR,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09J2ZP249,B09J2ZP249,VICTORIA VYNN Pure Creamy Hybrid 208 PINK FACADE,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09J3192C2,B09J3192C2,VICTORIA VYNN Pure Creamy Hybrid 216 SUNSET IN OSLO,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09J31J74J,B09J31J74J,VICTORIA VYNN Pure Creamy Hybrid 209 BLUE ACANTHUS,4,1,2,0,6,1,0.00%,0.01%,0.00%,0.00%,0.00%,0.01%,4,1,4,0,8,1,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09J32BW73,B09J32BW73,VICTORIA VYNN Pure Creamy Hybrid 214 DAY IN BARCELONA,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09J32F9RM,B09J32F9RM,VICTORIA VYNN Pure Creamy Hybrid 221 MORNING IN VENICE,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0D4LHYY14,B09J52DFGL,"BOURJOIS 1005-11161 Healthy Mix Hair Colord Beautifier 005 for Adults, Made for Healthy-Looking Hair Care and Styling",17,0,20,1,37,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,18,0,24,1,42,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09J53SJSY,B09J53SJSY,Bourjois Paris Healthy Mix Tinted Beautifier 30ml - 001 Fair,120,0,71,2,191,2,0.01%,0.00%,0.01%,0.03%,0.01%,0.01%,144,0,90,2,234,2,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GXFNJRV8,B09J53W9CP,"BOURJOIS 1005-11154 Healthy Mix Hair Colord Beautifier 004 for Adults, Designed for Healthy-Looking Hair Care and Styling",19,0,10,0,29,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27,0,11,0,38,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09J558C4B,B09J558C4B,"BOURJOIS 1005-01113 Healthy Mix Hair Colord Beautifier 002 for Adults, Designed for Healthy-Looking Hair Care and Styling",16,1,20,1,36,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,19,1,23,1,42,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,2.44%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CL3P5WC9,B09JT3B83Q,RIMMEL 60 SECONDS 8ML NAIL POLISH CARAMEL CANDY 130,95,0,83,0,178,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,123,0,99,0,222,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BGYQ3NCB,B09JV1S22X,"Rimmel Nail Polish, 154 Milky Bare, 8 ml (Pack of 1)","1,273",3,479,6,"1,752",9,0.08%,0.04%,0.07%,0.08%,0.08%,0.06%,"1,534",3,608,7,"2,142",10,0.08%,0.03%,0.06%,0.07%,0.07%,0.05%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BGYQ3NCB,B09JVKHQRY,Rimmel London Kind and Free Clean Nail Polish 8ml 155 Sunset Soar,"1,465",4,531,7,"1,996",11,0.09%,0.05%,0.07%,0.10%,0.09%,0.07%,"1,723",4,667,7,"2,390",11,0.09%,0.04%,0.07%,0.07%,0.08%,0.05%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BGYQ3NCB,B09JVM1LQM,Rimmel London Kind and Free Clean Nail Polish 8ml 157 Berry Opulence,"1,924",6,735,13,"2,659",19,0.12%,0.07%,0.10%,0.18%,0.12%,0.12%,"2,421",7,988,20,"3,409",27,0.12%,0.06%,0.10%,0.20%,0.11%,0.13%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BGYQ3NCB,B09JVM4GYG,Rimmel London Kind and Free Clean Nail Polish 8ml 152 Tidal Wave Blue,"1,076",2,341,6,"1,417",8,0.07%,0.02%,0.05%,0.08%,0.06%,0.05%,"1,280",3,434,8,"1,714",11,0.06%,0.03%,0.05%,0.08%,0.06%,0.05%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09KNFV5DR,B09KNFV5DR,"Rimmel Kind + Free 24h Hydrating Concealer, Fair 010",0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09TG4BM3G,B09L1X7FBD,L'Oréal Paris Lipstick Color Riche Intense Volume Matte 482 Mauve,816,1,302,1,"1,118",2,0.05%,0.01%,0.04%,0.01%,0.05%,0.01%,"1,036",1,407,3,"1,443",4,0.05%,0.01%,0.04%,0.03%,0.05%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09TG4BM3G,B09L1XV869,L'Oréal Paris Lipstick Color Riche Intense Volume Matte 346 Rouge,"1,400",10,484,5,"1,884",15,0.09%,0.12%,0.07%,0.07%,0.08%,0.09%,"1,896",13,661,7,"2,557",20,0.09%,0.12%,0.07%,0.07%,0.09%,0.09%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09L6LLLRN,B09L6LLLRN,Technic Colour Corrector Concealer Duo Correct Cover Conceal Blemish Correcting (Lavender/Peach),12,0,11,0,23,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15,0,11,0,26,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09L6MMKTD,B09L6MMKTD,Technic Colour Corrector Concealer Duo Correct Cover Conceal Blemish Correcting (Yellow/Orange),22,0,8,0,30,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28,0,10,0,38,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BGYQ3NCB,B09LDDZJWX,Rimmel London Kind and Free Clean Nail Polish 8ml 151 Fresh Undone,"1,798",6,678,10,"2,476",16,0.12%,0.07%,0.09%,0.14%,0.11%,0.10%,"2,156",6,875,11,"3,031",17,0.11%,0.05%,0.09%,0.11%,0.10%,0.08%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BGYQ3NCB,B09LDG66X3,Rimmel London Kind and Free Clean Nail Polish 8ml 159 Midnight Sky,351,2,125,5,476,7,0.02%,0.02%,0.02%,0.07%,0.02%,0.04%,386,2,145,6,531,8,0.02%,0.02%,0.02%,0.06%,0.02%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GTDF4WS9,B09LVQGXCY,"Max Factor Miracle Pure Foundation, Light Ivory 40",458,2,285,5,743,7,0.03%,0.02%,0.04%,0.07%,0.03%,0.04%,578,2,385,5,963,7,0.03%,0.02%,0.04%,0.05%,0.03%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GTDF4WS9,B09LVTJC4D,"Max Factor Miracle Pure Foundation, Soft Toffee 84",13,0,20,1,33,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,26,0,23,1,49,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GTDF4WS9,B09MJHSBF4,"Max Factor Miracle Pure Foundation, Warm Almond 45",365,0,239,13,604,13,0.02%,0.00%,0.03%,0.18%,0.03%,0.08%,449,0,302,15,751,15,0.02%,0.00%,0.03%,0.15%,0.03%,0.07%,1.34%,8.33%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£7.04,£0.00,1,0,1,0
B0H3K1QH6Q,B09MKXXM72,"Maybelline L'Oreal SuperStay Active Wear Concealer, Up to 30H, full coverage, matte, 20 Sand Off White",363,2,190,2,553,4,0.02%,0.02%,0.03%,0.03%,0.02%,0.03%,440,3,256,2,696,5,0.02%,0.03%,0.03%,0.02%,0.02%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0FGND7LPQ,B09N2W5GS1,"Max Factor False Lash Effect XXL Mascara, Black, 12 ml",191,0,117,2,308,2,0.01%,0.00%,0.02%,0.03%,0.01%,0.01%,229,0,144,2,373,2,0.01%,0.00%,0.02%,0.02%,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GTDF4WS9,B09N2W5LBT,"Max Factor Miracle Pure Liquid Foundation, Warm Ivory, Full Coverage, Flawless and Radiant Finish, Lightweight Formula, Smudge Resistant, Non Pore-Clogging, Fragrance Free, 35ml",346,1,186,4,532,5,0.02%,0.01%,0.03%,0.05%,0.02%,0.03%,431,1,236,5,667,6,0.02%,0.01%,0.02%,0.05%,0.02%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09P1YXBCM,B09N2W7HP3,"Max Factor Masterpiece Mono Eyeshadow, Rose Moon 09",146,0,80,1,226,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,177,0,100,1,277,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09P1YXBCM,B09N2WQZTX,"Max Factor Masterpiece Mono Eyeshadow, Magical Dust 04",116,1,124,0,240,1,0.01%,0.01%,0.02%,0.00%,0.01%,0.01%,156,1,172,0,328,1,0.01%,0.01%,0.02%,0.00%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0H3NJYP8X,B09N2WWM49,"Max Factor Masterpiece Mono Eyeshadow, Dreamy Aurora 02",595,2,363,1,958,3,0.04%,0.02%,0.05%,0.01%,0.04%,0.02%,743,2,450,2,"1,193",4,0.04%,0.02%,0.05%,0.02%,0.04%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0H3NJYP8X,B09N2WX9X8,"Max Factor Masterpiece Mono Eyeshadow, Sandy Haze 07",280,1,198,5,478,6,0.02%,0.01%,0.03%,0.07%,0.02%,0.04%,341,1,244,7,585,8,0.02%,0.01%,0.03%,0.07%,0.02%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0H3J8TDNQ,B09N2XHMM4,"Rimmel London Lasting Finish Compact Foundation, 011 Caramel, 7g",168,1,75,0,243,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,224,1,101,0,325,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0H3NJYP8X,B09N2XQPBC,"Max Factor Masterpiece Mono Eyeshadow, Honey Nude 01, Crayon",504,2,315,4,819,6,0.03%,0.02%,0.04%,0.05%,0.04%,0.04%,670,2,426,5,"1,096",7,0.03%,0.02%,0.04%,0.05%,0.04%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09P1YXBCM,B09N2XRS1J,"Max Factor Masterpiece Mono Eyeshadow, Magnetic Brown 06",399,0,250,1,649,1,0.03%,0.00%,0.03%,0.01%,0.03%,0.01%,514,0,326,1,840,1,0.03%,0.00%,0.03%,0.01%,0.03%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0H3NJYP8X,B09N2XWPCV,"Max Factor Masterpiece Mono Eyeshadow, Cryptic Rust 08",237,1,181,4,418,5,0.02%,0.01%,0.02%,0.05%,0.02%,0.03%,284,1,245,8,529,9,0.01%,0.01%,0.03%,0.08%,0.02%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GTDF4WS9,B09N2Y3HZC,"Max Factor Miracle Pure Liquid Foundation, Warm Sand, Full Coverage, Flawless and Radiant Finish, Lightweight Formula, Smudge Resistant, Non Pore-Clogging, Fragrance Free, 35ml",217,0,136,6,353,6,0.01%,0.00%,0.02%,0.08%,0.02%,0.04%,240,0,159,8,399,8,0.01%,0.00%,0.02%,0.08%,0.01%,0.04%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GTDF4WS9,B09N2Y5T7K,"Max Factor Miracle Pure Liquid Foundation, Porcelain, Full Coverage, Flawless and Radiant Finish, Lightweight Formula, Smudge Resistant, Non Pore-Clogging, Fragrance Free, 35ml",296,0,172,3,468,3,0.02%,0.00%,0.02%,0.04%,0.02%,0.02%,375,0,232,3,607,3,0.02%,0.00%,0.02%,0.03%,0.02%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GTDF4WS9,B09N2Y6SC4,"Max Factor Miracle Pure Liquid Foundation, Deep Bronze, Full Coverage, Flawless and Radiant Finish, Lightweight Formula, Smudge Resistant, Non Pore-Clogging, Fragrance Free, 35ml",79,0,51,5,130,5,0.01%,0.00%,0.01%,0.07%,0.01%,0.03%,88,0,58,7,146,7,0.00%,0.00%,0.01%,0.07%,0.00%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GTDF4WS9,B09N2YCWZX,"Max Factor Miracle Pure Foundation, SPF30 PA+++, Warm Golden 30ml",553,3,292,12,845,15,0.04%,0.04%,0.04%,0.16%,0.04%,0.09%,756,6,396,22,"1,152",28,0.04%,0.05%,0.04%,0.22%,0.04%,0.13%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09N2YCZ1K,B09N2YCZ1K,"Rimmel London Lasting Finish Compact Foundation, 009 Honey, 7g",91,0,54,1,145,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,125,0,71,1,196,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GTDF4WS9,B09N2YFJN1,"Max Factor Miracle Pure Foundation, Crystal Beige 33",124,0,88,4,212,4,0.01%,0.00%,0.01%,0.05%,0.01%,0.03%,151,0,115,6,266,6,0.01%,0.00%,0.01%,0.06%,0.01%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09N2YPVS9,B09N2YPVS9,"Rimmel London Lasting Finish Compact Foundation, 002 Pearl, 7g",233,1,117,2,350,3,0.01%,0.01%,0.02%,0.03%,0.02%,0.02%,303,1,157,2,460,3,0.01%,0.01%,0.02%,0.02%,0.02%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0H3J8TDNQ,B09N2YVY2Y,"Rimmel London Lasting Finish Compact Foundation, 001 Fair Porcelain, 7g","1,135",5,467,8,"1,602",13,0.07%,0.06%,0.06%,0.11%,0.07%,0.08%,"1,503",5,635,10,"2,138",15,0.07%,0.04%,0.07%,0.10%,0.07%,0.07%,0.05%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GTDF4WS9,B09N2Z5QW6,"Max Factor Miracle Pure Liquid Foundation, Pearl Beige, Full Coverage, Flawless and Radiant Finish, Lightweight Formula, Smudge Resistant, Non Pore-Clogging, Fragrance Free, 35ml",170,1,93,4,263,5,0.01%,0.01%,0.01%,0.05%,0.01%,0.03%,206,1,119,6,325,7,0.01%,0.01%,0.01%,0.06%,0.01%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09P1ZR9Z2,B09N2ZNTT1,"Max Factor Miracle Pure Nail Polish, Nude Rose 205, 12ml","1,192",5,588,6,"1,780",11,0.08%,0.06%,0.08%,0.08%,0.08%,0.07%,"1,600",9,764,7,"2,364",16,0.08%,0.08%,0.08%,0.07%,0.08%,0.08%,0.05%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0G1RHS9D4,B09N2ZQXZP,"Rimmel London Lasting Finish Compact Foundation, 003 Sesame, 7g",195,0,105,4,300,4,0.01%,0.00%,0.01%,0.05%,0.01%,0.03%,278,0,146,5,424,5,0.01%,0.00%,0.02%,0.05%,0.01%,0.02%,0.26%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09P1ZR9Z2,B09N31DQ8Q,"Max Factor Miracle Pure Nail Polish, Scarlet Poppy 305, 12ml",38,0,42,2,80,2,0.00%,0.00%,0.01%,0.03%,0.00%,0.01%,41,0,52,3,93,3,0.00%,0.00%,0.01%,0.03%,0.00%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09P1YCQZ5,B09N33T63S,"Max Factor Browfinity Longwear Brow Tint, Medium Brown 4.2ml",32,0,33,0,65,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45,0,41,0,86,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.27%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09P1YCQZ5,B09N3424XC,"Max Factor Browfinity Longwear Brow Tint, Soft Brown 4.2ml",75,1,55,0,130,1,0.00%,0.01%,0.01%,0.00%,0.01%,0.01%,97,1,67,0,164,1,0.00%,0.01%,0.01%,0.00%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09P1YCQZ5,B09N35LBT7,"Max Factor Browfinity Longwear Brow Tint, Dark Brown 4.2ml",46,0,38,0,84,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,58,0,47,0,105,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
